n_clusters,cluster,bathAverage,bathScore,chargeScore,description,distance,distanceScore,equipmentAverage,equipmentScore,hotelMiddleCharge,id,kinnennScore,locationAverage,locationScore,mealAverage,mealScore,name,nearestStation,roomAverage,roomScore,serviceAverage,serviceScore,tag,url
5,4,4.46,0.865,0.786863837142,美人の湯、熱の湯特徴を持った蒲田黒湯温泉で癒しののひととき。全室LANポート設置。羽田送客プランも有,0.174,0.943209876543,3.74,0.685,7200.0,568,1.0,4.78,0.945,3.27,0.5675,ホテル末広＜東京都＞,蒲田,3.65,0.6625,4.19,0.7975,true1,http://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=568
5,4,3.94,0.735,0.765700019205,【東京スカイツリー(R)フレンドシップホテル】粋な町・浅草らしさでおもてなし。,0.168,0.946172839506,4.02,0.755,7751.0,570,1.0,4.51,0.8775,4.43,0.8575,浅草ビューホテル,浅草,4.45,0.8625,4.13,0.7825,true1,http://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=570
5,4,3.91,0.7275,0.782024198195,JR山手線大塚駅南口より徒歩１分！駐車場完備！車派も電車派も◎ワンランク上のウェディングスホテル！,0.059,1.0,4.15,0.7875,7326.0,839,1.0,4.7,0.925,3.94,0.735,ホテル　ベルクラシック東京,大塚（東京）,4.38,0.845,4.26,0.815,true1,http://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=839
5,0,3.08,0.52,0.867486076436,池袋駅西口に近く、けやき並木の中に建ち、安価で清潔。シングルルームには、テンピュールの枕を使用,0.532,0.766419753086,3.04,0.51,5101.0,995,1.0,3.6,0.65,4.15,0.7875,ホテルニュースター池袋,池袋,3.13,0.5325,3.31,0.5775,true2,http://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=995
5,0,3.41,0.6025,0.858882273862,【池袋東口5分！サンシャイン60近く】新鮮野菜と手作り料理の朝食が自慢。wifiルータ貸し出し中♪,0.477,0.793580246914,3.77,0.6925,5325.0,1128,1.0,4.09,0.7725,4.48,0.87,ホテルグランドシティ,池袋,3.71,0.6775,3.97,0.7425,true1,http://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=1128
5,0,3.61,0.6525,0.788745918955,全室地デジ液晶TV設置!旅先がオフィスに、マイルームに変身!,0.716,0.675555555556,3.65,0.6625,7151.0,1556,1.0,4.13,0.7825,3.82,0.705,ホテル・パークサイド＜東京／上野＞,上野,3.82,0.705,3.7,0.675,true2,http://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=1556
5,0,3.69,0.6725,0.821432686768,上野駅から徒歩５分、1Fコンビニ、和室洋室がある、利便性の優れたホテルです。,0.443,0.81037037037,3.5,0.625,6300.0,4801,1.0,4.06,0.765,3.83,0.7075,上野　ＮＥＷ伊豆ホテル,上野,3.56,0.64,3.94,0.735,true3,http://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=4801
5,4,3.82,0.705,0.794507393893,ＪＲ上野駅より徒歩3分！上野公園上野動物園徒歩でいけます。,0.47,0.797037037037,3.9,0.725,7001.0,4977,1.0,4.4,0.85,3.56,0.64,ホテル　丸谷,上野,3.74,0.685,3.84,0.71,true2,http://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=4977
5,1,4.0,0.75,0.783022853851,JR御茶ノ水駅徒歩２分、JR秋葉原駅まで徒歩６分、東京ドーム・日本武道館も至近の好立地！,0.282,0.88987654321,4.13,0.7825,7300.0,8290,0.0,4.32,0.83,4.57,0.8925,お茶の水ホテルジュラク,御茶ノ水,4.33,0.8325,4.08,0.77,true1,http://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=8290
5,0,3.7,0.675,0.870674092568,ＪＲ上野駅入谷出口より徒歩1分!朝はパンと飲み物をサービス！全室高速インターネット接続！,0.223,0.919012345679,3.5,0.625,5018.0,9518,1.0,4.4,0.85,4.0,0.75,サットンプレイスホテル上野,上野,3.9,0.725,3.8,0.7,true3,http://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=9518
5,3,3.88,0.72,0.756097560976,皇居の水と緑の優しい風景に包まれたホテル,2.084,0.0,4.05,0.7625,8001.0,11039,1.0,4.25,0.8125,3.86,0.715,ホテルグランドアーク半蔵門,東京,4.37,0.8425,3.94,0.735,true2,http://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=11039
5,0,3.45,0.6125,0.775686575763,新宿駅西口徒歩３分、高速バスターミナルより徒歩3分　空港リムジンバス乗り場より徒歩5分　,0.403,0.83012345679,3.69,0.6725,7491.0,11230,1.0,4.59,0.8975,3.73,0.6825,かどやホテル＜東京都＞,新宿,3.78,0.695,3.96,0.74,true3,http://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=11230
5,2,4.28,0.82,0.45938160169,全室19階以上の高層階から広がる、素晴らしい眺望をお楽しみください。,0.314,0.874074074074,4.15,0.7875,15726.0,11275,1.0,4.51,0.8775,4.3,0.825,セルリアンタワー東急ホテル,渋谷,4.51,0.8775,4.29,0.8225,true3,http://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=11275
5,4,3.51,0.6275,0.779181870559,東京駅より１駅＆秋葉原までも徒歩10分♪コンビニ近隣にあります！サンキュープランがおススメです★,0.16,0.95012345679,3.71,0.6775,7400.0,18270,1.0,4.17,0.7925,3.58,0.645,京王プレッソイン神田,神田（東京）,4.06,0.765,3.97,0.7425,true2,http://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=18270
5,0,2.67,0.4175,0.814518916843,　創業８０年、スタッフ一同家庭的な下町のホテルを目指しております。,0.387,0.838024691358,2.53,0.3825,6480.0,18311,1.0,4.32,0.83,4.0,0.75,ビジネスホテル　やなぎや＜東京都＞,上野,2.68,0.42,3.32,0.58,true1,http://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=18311
5,1,3.54,0.635,0.640868062224,　,0.374,0.844444444444,3.77,0.6925,11001.0,19718,0.0,4.62,0.905,4.5,0.875,山の上ホテル＜東京都＞,御茶ノ水,4.08,0.77,4.69,0.9225,true1,http://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=19718
5,2,5.0,1.0,0.658382946034,仲見世から近い、純和風のお宿です。,0.35,0.856296296296,4.6,0.9,10545.0,28024,1.0,5.0,1.0,4.67,0.9175,旅館　加茂川,浅草,4.4,0.85,5.0,1.0,true1,http://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=28024
5,0,3.33,0.5825,0.793777607067,お嬢様御一人でも御安心なお宿,0.337,0.862716049383,3.23,0.5575,7020.0,31557,1.0,4.71,0.9275,5.0,1.0,景雲荘,新宿,4.17,0.7925,3.9,0.725,true1,http://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=31557
