n_clusters,cluster,bathAverage,bathScore,chargeScore,description,distance,distanceScore,equipmentAverage,equipmentScore,hotelMiddleCharge,id,kinnennScore,locationAverage,locationScore,mealAverage,mealScore,name,nearestStation,roomAverage,roomScore,serviceAverage,serviceScore,tag,url
2,0,3.23,0.5575,0.87136546956,ＪＲ蒲田駅西口徒歩５分！毎朝4:00発から６便！羽田空港へ送りバス有（予約定員制）全館Ｗｉ-Ｆｉ完備,0.443,0.81037037037,3.55,0.6375,5000.0,223,0.0,3.42,0.605,3.33,0.5825,アーヴェストホテル（蒲田駅西口）,蒲田,3.42,0.605,3.71,0.6775,true3,http://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=223
2,0,3.05,0.5125,0.679277895141,快適化計画進行中！テンピュール枕、液晶テレビ、加湿空気清浄機、除菌消臭スプレー、LANケーブルを完備,0.236,0.912592592593,3.55,0.6375,10001.0,509,0.0,4.68,0.92,4.29,0.8225,渋谷東急イン,渋谷,3.78,0.695,3.78,0.695,true0,http://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=509
2,0,3.46,0.615,0.880929517957,池袋駅東口徒歩2分と絶好のロケーション。全室LAN接続無料。館内24時間営業のコンビニあり。,0.262,0.89975308642,3.75,0.6875,4751.0,610,0.0,4.67,0.9175,4.29,0.8225,第一イン池袋,池袋,4.13,0.7825,3.9,0.725,true0,http://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=610
2,0,2.91,0.4775,0.656270405224,ポイント10倍プラン販売中！都庁の南隣に位置する都市型ホテルです。館内にレストランやコンビニを併設。,0.754,0.656790123457,3.16,0.54,10600.0,658,0.0,3.66,0.665,3.52,0.63,新宿ワシントンホテル（本館）,新宿,3.36,0.59,3.31,0.5775,true0,http://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=658
2,0,2.91,0.4775,0.531745726906,都庁の南隣に位置する都市型ホテル。レストランやコインランドリーのご案内も有。,0.824,0.622222222222,3.37,0.5925,13842.0,659,0.0,3.6,0.65,3.48,0.62,新宿ワシントンホテル（新館）,新宿,3.58,0.645,3.45,0.6125,true0,http://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=659
2,0,3.39,0.5975,0.759938544267,銀座8丁目・並木通りに位置するレンガ色の建物,0.26,0.900740740741,3.65,0.6625,7901.0,767,0.0,4.49,0.8725,3.93,0.7325,銀座グランドホテル(旧：ホテルコムズ銀座）,新橋,3.8,0.7,3.78,0.695,true3,http://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=767
2,0,3.21,0.5525,0.771461494143,ビジネスやレジャーの拠点として絶好のロケーション,0.805,0.631604938272,3.54,0.635,7601.0,858,0.0,3.59,0.6475,3.27,0.5675,ホテルヴィンテージ新宿,新宿,3.6,0.65,3.44,0.61,true3,http://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=858
2,0,3.13,0.5325,0.870366813904,東京メトロ副都心線池袋駅から徒歩１分で交通至便。シングルルームには、テンピュールの枕を使用。,0.385,0.839012345679,3.4,0.6,5026.0,996,0.0,3.9,0.725,3.5,0.625,ホテルスタープラザ池袋,池袋,3.55,0.6375,3.6,0.65,true0,http://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=996
2,0,3.6,0.65,0.798770885347,都会に息づく静寂の趣きゆったりとくつろげる和風旅館,0.641,0.712592592593,3.47,0.6175,6890.0,1186,0.0,3.68,0.67,3.3,0.575,ホテル江戸屋,御茶ノ水,3.65,0.6625,3.89,0.7225,true3,http://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=1186
2,0,3.92,0.73,0.704513155368,JR他新宿駅南口から徒歩3分。 客室は、全て22階以上！ビジネスやレジャーに絶好のロケーションです,0.4,0.831604938272,4.1,0.775,9344.0,1356,0.0,4.7,0.925,4.16,0.79,小田急ホテルセンチュリーサザンタワー,新宿,4.25,0.8125,4.03,0.7575,true2,http://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=1356
2,0,3.43,0.6075,0.88861148454,JR新宿駅東口から徒歩８分。広々お部屋　全室セミダブルベッド　ゆったりバスタブ。門限なし。,0.801,0.633580246914,3.53,0.6325,4551.0,1630,0.0,3.56,0.64,4.41,0.8525,政府登録ホテル白川郷,新宿,3.73,0.6825,3.61,0.6525,true2,http://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=1630
2,0,3.58,0.645,0.73074707125,東京の主要エリアへ自在にアクセス。,0.3,0.880987654321,3.68,0.67,8661.0,1764,0.0,4.43,0.8575,4.09,0.7725,ホテルユニゾ新橋,新橋,3.97,0.7425,3.83,0.7075,true2,http://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=1764
2,0,3.21,0.5525,0.785327443826,渋谷駅から徒歩7分　コンビニはすぐ隣　☆ビジネスはもちろんショッピングに♪,0.62,0.722962962963,3.31,0.5775,7240.0,1770,0.0,4.34,0.835,3.54,0.635,渋谷東武ホテル,渋谷,3.56,0.64,3.41,0.6025,true3,http://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=1770
2,0,3.08,0.52,0.814518916843,羽田空港や東京駅へのアクセスに最高の立地です。全室インターネット無料（光回線）利用可能,0.429,0.817283950617,3.31,0.5775,6480.0,1927,0.0,4.36,0.84,3.0,0.5,芝大門ホテル,浜松町,3.31,0.5775,3.64,0.66,true3,http://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=1927
